Pipeline	Gene	DisorderID	TP	FN+FP	FP	FNwHet	FNwCNVHet	FNFPwHet	FNFPwCNVHet
val_AA10.6.NonSyn.01_filter2	HADHB	65,78	0	0	0	1	0	0	0
val_AA10.6.NonSyn.01_filter2	HCFC1	104	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	HLCS	73	0	0	0	1	0	0	0
val_AA10.6.NonSyn.01_filter2	HMGCL	43	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	HPD	81	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	HSD17B10	88	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	IVD	64	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	LMBRD1	104,69	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	MAT1A	62	0	0	0	1	0	0	0
val_AA10.6.NonSyn.01_filter2	MCCC1	44	1	0	0	1	0	0	0
val_AA10.6.NonSyn.01_filter2	MCCC2	44	7	0	0	4	0	0	0
val_AA10.6.NonSyn.01_filter2	MCEE	104	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	MLYCD	87	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	MMAA	104,68	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	MMAB	104,68	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	MMACHC	104,69	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	MMADHC	104,109,69	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	MTHFR	109	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	MTR	109	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	MTRR	109	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	MUT	104,70,71	1	0	0	2	1	0	0
val_AA10.6.NonSyn.01_filter2	Nogene	82	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	None	0	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	OAT	84	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	OPA3	105,47	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	OTC	110	1	1	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	PAH	1,2,4	22	0	2	14	0	0	0
val_AA10.6.NonSyn.01_filter2	PCBD1	52	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	PCCA	76	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	PCCB	76	2	1	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	PPM1K	66	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	PRODH	85,92,94	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	PTS	3	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	QDPR	52	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	SERAC1	105	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	SLC22A5	55	4	0	0	2	0	1	0
val_AA10.6.NonSyn.01_filter2	SLC25A13	58	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	SLC25A15	61	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	SLC25A20	56	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	SUCLA2	104	0	0	0	1	0	0	0
val_AA10.6.NonSyn.01_filter2	SUCLG1	104	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	TAT	80	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	TAZ	105,46	0	0	0	0	0	0	0
val_AA10.6.NonSyn.01_filter2	TCN2	104	0	1	0	0	0	0	0
AA10.6_filter1	999	999	0	0	0	0	0	0	0
AA10.6_filter1	ABCD4	104	0	0	0	0	0	0	0
AA10.6_filter1	ACAD8	63	9	0	0	2	0	0	0
AA10.6_filter1	ACADM	67	142	2	0	16	1	1	0
AA10.6_filter1	ACADS	77	31	0	0	26	0	1	0
AA10.6_filter1	ACADSB	42	4	1	0	0	0	0	0
AA10.6_filter1	ACADVL	83	35	0	1	5	0	0	0
AA10.6_filter1	ACAT1	51	3	0	0	0	0	0	0
AA10.6_filter1	ACSF3	104	0	1	1	0	0	0	0
AA10.6_filter1	AHCY	62	0	0	0	0	0	0	0
AA10.6_filter1	ALDH4A1	86,92,94	0	0	0	0	0	0	0
AA10.6_filter1	AMT	74	0	0	0	0	0	0	0
AA10.6_filter1	ARG1	49	3	0	0	0	0	0	0
AA10.6_filter1	ASL	50	10	0	0	0	0	0	0
AA10.6_filter1	ASS1	57	15	1	0	3	0	0	0
AA10.6_filter1	AUH	105,45,48	2	0	0	0	0	0	0
AA10.6_filter1	BCKDHA	66	4	0	0	0	1	2	0
AA10.6_filter1	BCKDHB	66	9	0	0	1	0	0	0
AA10.6_filter1	BTD	73	0	0	1	0	0	0	0
AA10.6_filter1	CBS	60	0	0	0	0	0	0	0
AA10.6_filter1	CD320	104	0	0	0	0	0	0	0
AA10.6_filter1	CLPB	105	0	0	0	0	0	0	0
AA10.6_filter1	CPS1	201	2	0	0	0	0	0	0
AA10.6_filter1	CPT1A	53	1	0	0	0	0	0	0
AA10.6_filter1	CPT2	54	4	0	1	1	0	0	0
AA10.6_filter1	DBT	66	4	0	0	1	0	0	1
AA10.6_filter1	DLD	66	2	0	0	1	0	0	0
AA10.6_filter1	DNAJC19	105	0	0	0	0	0	0	0
AA10.6_filter1	ETFA	72	1	0	0	0	0	0	0
AA10.6_filter1	ETFB	72	1	0	0	0	0	0	0
AA10.6_filter1	ETFDH	72	5	0	0	0	0	0	0
AA10.6_filter1	ETHE1	89	2	0	0	0	0	0	0
AA10.6_filter1	FAH	79	7	0	0	0	0	0	0
AA10.6_filter1	GCDH	59	28	0	1	1	0	0	0
AA10.6_filter1	GCH1	3	0	0	1	0	0	0	0
AA10.6_filter1	GLDC	74	0	0	0	0	0	0	0
AA10.6_filter1	GLSH	74	0	0	0	0	0	0	0
AA10.6_filter1	GNMT	62	0	0	0	0	0	0	0
AA10.6_filter1	HADH	93	0	0	0	0	0	0	0
AA10.6_filter1	HADHA	65,78	8	1	0	0	0	0	0
AA10.6_filter1	HADHB	65,78	5	0	0	0	0	0	0
AA10.6_filter1	HCFC1	104	1	3	1	0	0	0	0
AA10.6_filter1	HLCS	73	2	0	0	0	0	0	0
AA10.6_filter1	HMGCL	43	1	0	0	0	0	0	0
AA10.6_filter1	HPD	81	0	0	0	0	0	0	0
AA10.6_filter1	HSD17B10	88	0	0	0	0	0	0	0
AA10.6_filter1	IVD	64	23	0	0	3	0	0	0
AA10.6_filter1	LMBRD1	104,69	0	0	0	0	0	0	0
AA10.6_filter1	MAT1A	62	6	0	0	3	0	1	0
AA10.6_filter1	MCCC1	44	6	0	1	8	0	1	0
AA10.6_filter1	MCCC2	44	22	0	0	2	0	0	0
AA10.6_filter1	MCEE	104	0	0	0	0	0	0	0
AA10.6_filter1	MLYCD	87	2	0	0	0	0	0	0
AA10.6_filter1	MMAA	104,68	0	0	0	0	0	0	0
AA10.6_filter1	MMAB	104,68	1	0	0	0	0	0	0
AA10.6_filter1	MMACHC	104,69	26	0	1	0	0	0	0
AA10.6_filter1	MMADHC	104,109,69	1	0	0	0	0	0	0
AA10.6_filter1	MTHFR	109	1	0	0	0	0	0	0
AA10.6_filter1	MTR	109	0	1	0	0	0	0	0
AA10.6_filter1	MTRR	109	0	0	0	0	0	0	0
AA10.6_filter1	MUT	104,70,71	28	0	1	2	1	0	0
AA10.6_filter1	Nogene	82	0	0	0	0	0	0	0
AA10.6_filter1	None	0	0	0	0	0	0	0	0
AA10.6_filter1	OAT	84	0	0	0	0	0	0	0
AA10.6_filter1	OPA3	105,47	0	0	0	0	0	0	0
AA10.6_filter1	OTC	110	9	0	0	0	0	0	0
AA10.6_filter1	PAH	1,2,4	108	0	11	7	0	0	0
AA10.6_filter1	PCBD1	52	0	0	0	0	0	0	0
AA10.6_filter1	PCCA	76	2	0	0	0	0	0	0
AA10.6_filter1	PCCB	76	6	0	0	0	0	0	0
AA10.6_filter1	PPM1K	66	0	0	0	0	0	0	0
AA10.6_filter1	PRODH	85,92,94	0	0	0	0	0	0	0
AA10.6_filter1	PTS	3	2	0	0	0	0	0	0
AA10.6_filter1	QDPR	52	0	0	0	0	0	0	0
AA10.6_filter1	SERAC1	105	0	0	0	0	0	0	0
AA10.6_filter1	SLC22A5	55	33	1	0	2	0	1	0
AA10.6_filter1	SLC25A13	58	0	1	0	0	0	0	0
AA10.6_filter1	SLC25A15	61	0	0	0	0	0	0	0
AA10.6_filter1	SLC25A20	56	1	0	0	0	0	0	0
AA10.6_filter1	SUCLA2	104	0	0	0	1	0	0	0
AA10.6_filter1	SUCLG1	104	0	0	0	0	0	0	0
AA10.6_filter1	TAT	80	0	0	0	0	0	0	0
AA10.6_filter1	TAZ	105,46	0	0	0	0	0	0	0
AA10.6_filter1	TCN2	104	0	0	0	0	0	0	0
val_AA10.1_batch1	999	999	0	0	0	0	0	0	0
val_AA10.1_batch1	ABCD4	104	0	0	0	0	0	0	0
val_AA10.1_batch1	ACAD8	63	2	0	0	1	0	0	0
val_AA10.1_batch1	ACADM	67	16	0	0	1	0	0	0
val_AA10.1_batch1	ACADS	77	7	0	0	6	0	0	0
val_AA10.1_batch1	ACADSB	42	1	0	0	0	0	0	0
val_AA10.1_batch1	ACADVL	83	5	0	0	0	0	0	0
val_AA10.1_batch1	ACAT1	51	1	0	0	0	0	0	0
val_AA10.1_batch1	ACSF3	104	0	0	0	0	0	0	0
val_AA10.1_batch1	AHCY	62	0	0	0	0	0	0	0
val_AA10.1_batch1	ALDH4A1	86,92,94	0	0	0	0	0	0	0
val_AA10.1_batch1	AMT	74	0	0	0	0	0	0	0
val_AA10.1_batch1	ARG1	49	0	0	0	0	0	0	0
val_AA10.1_batch1	ASL	50	1	0	0	0	0	0	0
val_AA10.1_batch1	ASS1	57	4	0	0	2	0	0	0
val_AA10.1_batch1	AUH	105,45,48	0	0	0	0	0	0	0
val_AA10.1_batch1	BCKDHA	66	1	0	0	0	0	0	0
val_AA10.1_batch1	BCKDHB	66	0	0	0	1	0	0	0
val_AA10.1_batch1	BTD	73	0	0	0	0	0	0	0
val_AA10.1_batch1	CBS	60	0	0	0	0	0	0	0
val_AA10.1_batch1	CD320	104	1	0	0	0	0	0	0
val_AA10.1_batch1	CLPB	105	0	0	0	0	0	0	0
val_AA10.1_batch1	CPS1	201	2	0	0	0	0	0	0
val_AA10.1_batch1	CPT1A	53	0	0	0	0	0	0	0
val_AA10.1_batch1	CPT2	54	0	0	0	0	0	0	0
val_AA10.1_batch1	DBT	66	0	0	0	1	0	0	0
val_AA10.1_batch1	DLD	66	1	0	0	0	0	0	0
val_AA10.1_batch1	DNAJC19	105	0	0	0	0	0	0	0
val_AA10.1_batch1	ETFA	72	0	0	0	0	0	0	0
val_AA10.1_batch1	ETFB	72	0	0	0	0	0	0	0
val_AA10.1_batch1	ETFDH	72	2	0	0	0	0	0	0
val_AA10.1_batch1	ETHE1	89	1	0	0	0	0	0	0
val_AA10.1_batch1	FAH	79	0	0	0	0	0	0	0
val_AA10.1_batch1	GCDH	59	1	0	0	0	0	0	0
val_AA10.1_batch1	GCH1	3	0	0	0	0	0	0	0
val_AA10.1_batch1	GLDC	74	0	0	0	0	0	0	0
val_AA10.1_batch1	GLSH	74	0	0	0	0	0	0	0
val_AA10.1_batch1	GNMT	62	0	0	0	0	0	0	0
val_AA10.1_batch1	HADH	93	0	0	0	0	0	0	0
val_AA10.1_batch1	HADHA	65,78	0	0	0	0	0	0	0
val_AA10.1_batch1	HADHB	65,78	1	0	0	0	0	0	0
val_AA10.1_batch1	HCFC1	104	0	0	0	0	0	0	0
val_AA10.1_batch1	HLCS	73	1	0	0	0	0	0	0
val_AA10.1_batch1	HMGCL	43	0	0	0	0	0	0	0
val_AA10.1_batch1	HPD	81	0	0	0	0	0	0	0
val_AA10.1_batch1	HSD17B10	88	0	0	0	0	0	0	0
val_AA10.1_batch1	IVD	64	2	0	0	0	0	0	0
val_AA10.1_batch1	LMBRD1	104,69	0	0	0	0	0	0	0
val_AA10.1_batch1	MAT1A	62	1	0	0	0	0	0	0
val_AA10.1_batch1	MCCC1	44	3	0	0	1	0	0	0
val_AA10.1_batch1	MCCC2	44	11	0	0	0	0	0	0
val_AA10.1_batch1	MCEE	104	0	0	0	0	0	0	0
val_AA10.1_batch1	MLYCD	87	0	0	0	0	0	0	0
val_AA10.1_batch1	MMAA	104,68	0	0	0	0	0	0	0
val_AA10.1_batch1	MMAB	104,68	0	0	0	0	0	0	0
val_AA10.1_batch1	MMACHC	104,69	2	0	0	0	0	0	0
val_AA10.1_batch1	MMADHC	104,109,69	0	0	0	0	0	0	0
val_AA10.1_batch1	MTHFR	109	0	0	0	0	0	0	0
val_AA10.1_batch1	MTR	109	0	0	0	0	0	0	0
val_AA10.1_batch1	MTRR	109	0	0	0	0	0	0	0
val_AA10.1_batch1	MUT	104,70,71	3	0	0	0	0	0	0
val_AA10.1_batch1	Nogene	82	0	0	0	0	0	0	0
val_AA10.1_batch1	None	0	0	0	0	0	0	0	0
val_AA10.1_batch1	OAT	84	0	0	0	0	0	0	0
val_AA10.1_batch1	OPA3	105,47	0	0	0	0	0	0	0
val_AA10.1_batch1	OTC	110	2	0	0	0	0	0	0
val_AA10.1_batch1	PAH	1,2,4	39	0	3	0	0	0	0
val_AA10.1_batch1	PCBD1	52	0	0	0	0	0	0	0
val_AA10.1_batch1	PCCA	76	0	0	0	0	0	0	0
val_AA10.1_batch1	PCCB	76	3	0	0	0	0	0	0
val_AA10.1_batch1	PPM1K	66	0	0	0	0	0	0	0
val_AA10.1_batch1	PRODH	85,92,94	0	0	0	0	0	0	0
val_AA10.1_batch1	PTS	3	0	0	0	0	0	0	0
val_AA10.1_batch1	QDPR	52	0	0	0	0	0	0	0
val_AA10.1_batch1	SERAC1	105	0	0	0	0	0	0	0
val_AA10.1_batch1	SLC22A5	55	9	0	0	0	0	0	0
val_AA10.1_batch1	SLC25A13	58	0	0	0	0	0	0	0
val_AA10.1_batch1	SLC25A15	61	0	0	0	0	0	0	0
val_AA10.1_batch1	SLC25A20	56	0	0	0	0	0	0	0
val_AA10.1_batch1	SUCLA2	104	0	0	0	0	0	0	0
val_AA10.1_batch1	SUCLG1	104	0	0	0	0	0	0	0
val_AA10.1_batch1	TAT	80	0	0	0	0	0	0	0
val_AA10.1_batch1	TAZ	105,46	0	0	0	0	0	0	0
val_AA10.1_batch1	TCN2	104	0	0	0	0	0	0	0
test_AA10.8_filter2	999	999	0	0	0	0	0	0	0
test_AA10.8_filter2	ABCD4	104	0	0	0	0	0	0	0
test_AA10.8_filter2	ACAD8	63	1	0	0	3	0	0	0
test_AA10.8_filter2	ACADM	67	74	1	0	43	1	0	0
test_AA10.8_filter2	ACADS	77	4	0	0	18	0	0	0
test_AA10.8_filter2	ACADSB	42	1	1	0	1	0	0	0
test_AA10.8_filter2	ACADVL	83	18	0	0	11	0	0	0
test_AA10.8_filter2	ACAT1	51	0	0	0	2	0	0	0
test_AA10.8_filter2	ACSF3	104	0	0	0	0	0	0	0
test_AA10.8_filter2	AHCY	62	0	0	0	0	0	0	0
test_AA10.8_filter2	ALDH4A1	86,92,94	0	0	0	0	0	0	0
test_AA10.8_filter2	AMT	74	0	0	0	0	0	0	0
test_AA10.8_filter2	ARG1	49	1	0	0	1	0	0	0
test_AA10.8_filter2	ASL	50	5	0	0	3	0	0	0
test_AA10.8_filter2	ASS1	57	6	1	0	5	0	0	0
test_AA10.8_filter2	AUH	105,45,48	0	0	0	0	0	0	0
test_AA10.8_filter2	BCKDHA	66	5	0	0	0	1	0	0
test_AA10.8_filter2	BCKDHB	66	1	0	0	4	0	0	0
test_AA10.8_filter2	BTD	73	0	0	0	0	0	0	0
test_AA10.8_filter2	CBS	60	0	0	0	0	0	0	0
test_AA10.8_filter2	CD320	104	0	0	0	0	0	0	0
test_AA10.8_filter2	CLPB	105	0	0	0	0	0	0	0
test_AA10.8_filter2	CPS1	201	0	0	0	0	0	0	0
test_AA10.8_filter2	CPT1A	53	1	0	0	0	0	0	0
test_AA10.8_filter2	CPT2	54	2	0	0	2	0	0	0
test_AA10.8_filter2	DBT	66	2	0	0	1	1	0	0
test_AA10.8_filter2	DLD	66	0	0	0	1	0	0	0
test_AA10.8_filter2	DNAJC19	105	0	0	0	0	0	0	0
test_AA10.8_filter2	ETFA	72	1	0	0	0	0	0	0
test_AA10.8_filter2	ETFB	72	0	0	0	0	0	0	0
test_AA10.8_filter2	ETFDH	72	2	0	0	1	0	0	0
test_AA10.8_filter2	ETHE1	89	0	0	0	1	0	0	0
test_AA10.8_filter2	FAH	79	5	0	0	0	0	0	0
test_AA10.8_filter2	GCDH	59	16	0	0	7	0	0	0
test_AA10.8_filter2	GCH1	3	0	0	0	0	0	0	0
test_AA10.8_filter2	GLDC	74	0	0	0	0	0	0	0
test_AA10.8_filter2	GLSH	74	0	0	0	0	0	0	0
test_AA10.8_filter2	GNMT	62	0	0	0	0	0	0	0
test_AA10.8_filter2	HADH	93	0	0	0	0	0	0	0
test_AA10.8_filter2	HADHA	65,78	5	0	0	3	0	0	0
test_AA10.8_filter2	HADHB	65,78	1	0	0	1	0	0	0
test_AA10.8_filter2	HCFC1	104	0	0	0	0	0	0	0
test_AA10.8_filter2	HLCS	73	1	0	0	0	0	0	0
test_AA10.8_filter2	HMGCL	43	1	0	0	0	0	0	0
test_AA10.8_filter2	HPD	81	0	0	0	0	0	0	0
test_AA10.8_filter2	HSD17B10	88	0	0	0	0	0	0	0
test_AA10.8_filter2	IVD	64	11	0	0	8	0	0	0
test_AA10.8_filter2	LMBRD1	104,69	0	0	0	0	0	0	0
test_AA10.8_filter2	MAT1A	62	2	0	0	3	0	0	0
test_AA10.8_filter2	MCCC1	44	1	0	0	3	0	0	0
test_AA10.8_filter2	MCCC2	44	4	0	0	7	0	0	0
test_AA10.8_filter2	MCEE	104	0	0	0	0	0	0	0
test_AA10.8_filter2	MLYCD	87	1	0	0	0	0	0	0
test_AA10.8_filter2	MMAA	104,68	0	0	0	0	0	0	0
test_AA10.8_filter2	MMAB	104,68	0	0	0	1	0	0	0
test_AA10.8_filter2	MMACHC	104,69	21	0	0	2	0	0	0
test_AA10.8_filter2	MMADHC	104,109,69	0	0	0	0	0	0	0
test_AA10.8_filter2	MTHFR	109	1	0	0	0	0	0	0
test_AA10.8_filter2	MTR	109	0	0	0	0	0	0	0
test_AA10.8_filter2	MTRR	109	0	0	0	0	0	0	0
test_AA10.8_filter2	MUT	104,70,71	23	0	0	2	0	0	0
test_AA10.8_filter2	Nogene	82	0	0	0	0	0	0	0
test_AA10.8_filter2	None	0	0	0	0	0	0	0	0
test_AA10.8_filter2	OAT	84	0	0	0	0	0	0	0
test_AA10.8_filter2	OPA3	105,47	0	0	0	0	0	0	0
test_AA10.8_filter2	OTC	110	7	0	0	0	0	0	0
test_AA10.8_filter2	PAH	1,2,4	66	0	3	6	0	0	0
test_AA10.8_filter2	PCBD1	52	0	0	0	0	0	0	0
test_AA10.8_filter2	PCCA	76	0	0	0	2	0	0	0
test_AA10.8_filter2	PCCB	76	1	0	0	2	0	0	0
test_AA10.8_filter2	PPM1K	66	0	0	0	0	0	0	0
test_AA10.8_filter2	PRODH	85,92,94	0	0	0	0	0	0	0
test_AA10.8_filter2	PTS	3	2	0	0	0	0	0	0
test_AA10.8_filter2	QDPR	52	0	0	0	0	0	0	0
test_AA10.8_filter2	SERAC1	105	0	0	0	0	0	0	0
test_AA10.8_filter2	SLC22A5	55	15	0	0	7	0	0	0
test_AA10.8_filter2	SLC25A13	58	0	0	0	0	0	0	0
test_AA10.8_filter2	SLC25A15	61	0	0	0	0	0	0	0
test_AA10.8_filter2	SLC25A20	56	1	0	0	0	0	0	0
test_AA10.8_filter2	SUCLA2	104	0	0	0	0	0	0	0
test_AA10.8_filter2	SUCLG1	104	0	0	0	0	0	0	0
test_AA10.8_filter2	TAT	80	0	0	0	0	0	0	0
test_AA10.8_filter2	TAZ	105,46	0	0	0	0	0	0	0
test_AA10.8_filter2	TCN2	104	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	999	999	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	ABCD4	104	0	0	0	1	0	0	0
val_AA10.6.NonSyn.02_filter4	ACAD8	63	1	0	0	1	0	0	0
val_AA10.6.NonSyn.02_filter4	ACADM	67	10	0	0	2	0	0	0
val_AA10.6.NonSyn.02_filter4	ACADS	77	6	0	0	3	0	0	0
val_AA10.6.NonSyn.02_filter4	ACADSB	42	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	ACADVL	83	2	0	0	1	0	0	0
val_AA10.6.NonSyn.02_filter4	ACAT1	51	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	ACSF3	104	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	AHCY	62	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	ALDH4A1	86,92,94	0	1	1	0	0	0	0
val_AA10.6.NonSyn.02_filter4	AMT	74	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	ARG1	49	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	ASL	50	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	ASS1	57	2	0	0	2	0	0	0
val_AA10.6.NonSyn.02_filter4	AUH	105,45,48	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	BCKDHA	66	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	BCKDHB	66	0	0	0	1	0	0	0
val_AA10.6.NonSyn.02_filter4	BTD	73	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	CBS	60	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	CD320	104	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	CLPB	105	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	CPS1	201	1	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	CPT1A	53	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	CPT2	54	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	DBT	66	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	DLD	66	1	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	DNAJC19	105	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	ETFA	72	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	ETFB	72	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	ETFDH	72	2	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	ETHE1	89	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	FAH	79	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	GCDH	59	1	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	GCH1	3	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	GLDC	74	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	GLSH	74	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	GNMT	62	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	HADH	93	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	HADHA	65,78	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	HADHB	65,78	0	0	0	1	0	0	0
val_AA10.6.NonSyn.02_filter4	HCFC1	104	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	HLCS	73	0	0	0	1	0	0	0
val_AA10.6.NonSyn.02_filter4	HMGCL	43	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	HPD	81	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	HSD17B10	88	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	IVD	64	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	LMBRD1	104,69	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	MAT1A	62	0	0	0	1	0	0	0
val_AA10.6.NonSyn.02_filter4	MCCC1	44	1	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	MCCC2	44	6	0	0	2	0	0	0
val_AA10.6.NonSyn.02_filter4	MCEE	104	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	MLYCD	87	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	MMAA	104,68	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	MMAB	104,68	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	MMACHC	104,69	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	MMADHC	104,109,69	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	MTHFR	109	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	MTR	109	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	MTRR	109	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	MUT	104,70,71	1	0	0	2	1	0	0
val_AA10.6.NonSyn.02_filter4	Nogene	82	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	None	0	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	OAT	84	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	OPA3	105,47	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	OTC	110	1	1	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	PAH	1,2,4	17	0	1	12	0	0	0
val_AA10.6.NonSyn.02_filter4	PCBD1	52	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	PCCA	76	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	PCCB	76	2	1	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	PPM1K	66	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	PRODH	85,92,94	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	PTS	3	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	QDPR	52	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	SERAC1	105	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	SLC22A5	55	4	0	0	2	0	1	0
val_AA10.6.NonSyn.02_filter4	SLC25A13	58	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	SLC25A15	61	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	SLC25A20	56	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	SUCLA2	104	0	0	0	1	0	0	0
val_AA10.6.NonSyn.02_filter4	SUCLG1	104	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	TAT	80	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	TAZ	105,46	0	0	0	0	0	0	0
val_AA10.6.NonSyn.02_filter4	TCN2	104	0	1	0	0	0	0	0
AA10.8_filter4	999	999	0	0	0	0	0	0	0
AA10.8_filter4	ABCD4	104	0	0	0	0	0	0	0
AA10.8_filter4	ACAD8	63	1	0	0	5	0	0	0
AA10.8_filter4	ACADM	67	56	1	0	38	0	0	0
AA10.8_filter4	ACADS	77	3	0	0	9	0	0	0
AA10.8_filter4	ACADSB	42	1	1	0	0	0	0	0
AA10.8_filter4	ACADVL	83	16	0	0	7	0	0	0
AA10.8_filter4	ACAT1	51	0	0	0	2	0	0	0
